Age,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Employee_Number,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Current_Manager,Role_Department,Remote_Work
31,No,Unknown,311.0,Unknown,8.932729125199849,3,Life Sciences,1881.0,2,Male,89.0,3,2,Laboratory Technician,3,Divorced,4197.0,18624,1,No,11,3.0,1,1,10.0,2,3.0,10,0,2,Unknown,False
45,No,Travel Rarely,556.0, Research & Development ,25.0,2,Life Sciences,1888.0,2,Female,93.0,2,2,Manufacturing Director,4,Unknown,6477.686121919585,23888,0,No,13,3.0,4,2,10.0,2,2.0,9,3,8,Manufacturing Director - Research & Development,True
34,No,Travel Rarely,937.0,Unknown,1.0,3,Marketing,1950.0,1,Male,32.0,3,3,Sales Executive,4,Unknown,9888.0,6770,1,No,21,4.0,1,0,14.0,3,2.0,14,2,1,Unknown,False
31,No,Unknown,1125.0, Research & Development ,1.0,3,Life Sciences,0.01,4,Male,48.0,1,2,Research Scientist,1,Married,6477.686121919585,5771,1,Unknown,21,3.0,2,0,10.0,6,3.0,10,8,7,Research Scientist - Research & Development,True
35,No,Unknown,1224.0,Unknown,7.0,4,Unknown,1962.0,3,Female,55.0,3,2,Sales Executive,4,Unknown,6477.686121919585,13586,1,Yes,11,3.0,4,0,10.0,2,3.0,10,0,9,Unknown,False
39,No,Travel Rarely,119.0,Unknown,15.0,4,Marketing,1975.0,2,Male,77.0,3,4,Sales Executive,1,Single,13341.0,25098,0,No,12,3.0,1,0,21.0,3,3.0,20,11,10,Unknown,False
40,No,Travel Rarely,444.0,Unknown,2.0,2,Marketing,1986.0,2,Female,92.0,3,2,Sales Executive,2,Married,5677.0,4258,3,No,14,3.0,3,1,11.066891564794545,4,3.0,11,5,10,Unknown,True
30,No,Travel Rarely,911.0,Unknown,1.0,2,Medical,0.01,4,Male,76.0,3,1,Laboratory Technician,2,Married,6477.686121919585,4077,1,No,13,3.0,3,0,12.0,6,2.0,12,1,7,Unknown,False
47,No,Unknown,802.496430845839, Research & Development ,1.0,1,Unknown,2000.0,3,Female,98.0,3,3,Research Director,2,Married,6477.686121919585,17231,0,No,18,3.0,1,2,14.0,3,1.0,13,5,12,Research Director - Research & Development,True
52,No,Non Travel,585.0,Unknown,29.0,4,Unknown,0.01,1,Male,65.83595818317592,3,1,Sales Representative,4,Divorced,6477.686121919585,19788,2,Unknown,15,3.0,2,2,16.0,3,3.0,9,0,0,Unknown,True
49,No,Travel Frequently,802.0183021525228,Unknown,8.0,1,Unknown,2.0,3,Male,61.0,2,2,Research Scientist,2,Married,6477.686121919585,24907,1,No,23,4.0,4,1,10.0,3,3.0,10,1,7,Unknown,True
33,No,Travel Frequently,1392.0,Unknown,8.847988672109738,4,Life Sciences,5.0,1,Female,56.0,3,1,Research Scientist,3,Married,2909.0,23159,1,Unknown,11,3.0,3,0,11.728095119267396,3,3.0,8,3,0,Unknown,True
32,No,Unknown,1005.0,Unknown,2.0,2,Life Sciences,0.01,4,Male,79.0,3,1,Laboratory Technician,4,Unknown,6477.686121919585,11864,0,Unknown,13,3.0,3,0,8.0,2,2.0,7,3,6,Unknown,True
38,No,Travel Frequently,801.807033705977, Research & Development ,23.0,3,Unknown,0.01,4,Male,44.0,2,3,Manufacturing Director,3,Unknown,9526.0,8787,0,No,21,4.0,2,0,11.311330756893517,2,3.0,9,1,8,Manufacturing Director - Research & Development,True
36,No,Travel Rarely,1299.0, Research & Development ,27.0,3,Medical,0.01,3,Male,94.0,3,2,Healthcare Representative,3,Unknown,6477.686121919585,16577,6,Unknown,13,3.0,2,2,17.0,3,2.0,7,7,7,Healthcare Representative - Research & Development,True
42,No,Unknown,801.8594855137234,Unknown,8.0,4,Unknown,35.0,3,Male,48.0,3,2,Sales Executive,2,Unknown,6825.0,21173,0,Unknown,11,3.0,4,1,10.0,2,3.0,9,4,2,Unknown,False
31,No,Unknown,655.0, Research & Development ,7.0,4,Life Sciences,76.0,4,Male,48.0,3,2,Laboratory Technician,4,Divorced,6477.686121919585,9528,3,No,22,4.0,4,1,11.208874512974871,3,2.0,7,1,7,Laboratory Technician - Research & Development,False
31,No,Travel Rarely,746.0,Unknown,8.0,4,Unknown,98.0,3,Female,61.0,3,2,Manufacturing Director,4,Single,4424.0,20682,1,No,23,4.0,4,0,11.0,2,3.0,11,1,8,Unknown,False
51,No,Unknown,632.0,Unknown,21.0,4,Marketing,120.0,3,Male,71.0,3,2,Sales Executive,4,Unknown,5441.0,8423,0,Unknown,22,4.0,4,0,11.0,2,1.0,10,1,0,Unknown,True
34,Yes,Travel Frequently,658.0,Unknown,7.0,3,Unknown,147.0,1,Male,66.0,1,2,Laboratory Technician,3,Unknown,6074.0,22887,1,Yes,24,4.0,4,0,9.0,3,3.0,9,0,6,Unknown,True
36,No,Unknown,1467.0,Unknown,11.0,2,Technical Degree,154.0,2,Female,92.0,3,3,Sales Executive,4,Unknown,6477.686121919585,22952,0,No,14,3.0,3,1,10.0,6,3.0,9,2,8,Unknown,False
30,No,Travel Frequently,1312.0,Unknown,23.0,3,Unknown,159.0,1,Male,96.0,1,1,Research Scientist,3,Divorced,6477.686121919585,22310,1,No,25,4.0,3,3,11.677422032820974,2,2.0,10,0,9,Unknown,False
33,No,Non Travel,750.0,Unknown,8.903268444335339,2,Unknown,160.0,1,Male,95.0,3,2,Sales Executive,2,Married,6146.0,15480,0,Unknown,13,3.0,1,1,11.282357435985777,2,4.0,7,0,7,Unknown,True
31,Yes,Unknown,249.0,Unknown,6.0,4,Life Sciences,163.0,2,Male,76.0,1,2,Sales Executive,3,Married,6172.0,20739,4,Unknown,18,3.0,2,0,10.927478909145016,3,2.0,7,7,7,Unknown,False
41,No,Travel Rarely,802.0,Unknown,8.899853816832344,1,Unknown,176.0,3,Male,96.0,3,3,Sales Executive,3,Divorced,6477.686121919585,21196,3,Yes,13,3.0,3,1,11.31905546231433,2,3.0,9,0,7,Unknown,False
26,No,Travel Rarely,1355.0,Unknown,25.0,1,Unknown,177.0,3,Female,61.0,3,1,Human Resources,3,Unknown,6477.686121919585,8916,1,Unknown,23,4.0,4,1,8.0,3,3.0,8,5,7,Unknown,True
32,No,Unknown,689.0,Unknown,9.0,2,Unknown,195.0,4,Male,35.0,1,2,Sales Executive,4,Divorced,4668.0,22812,0,No,17,3.0,4,3,11.230895211124201,2,4.0,8,0,7,Unknown,True
40,No,Travel Frequently,1395.0,Unknown,26.0,3,Unknown,202.0,2,Female,54.0,3,2,Research Scientist,2,Divorced,5605.0,8504,1,No,11,3.0,1,1,20.0,2,3.0,20,2,13,Unknown,False
53,No,Travel Rarely,1436.0, Sales ,6.0,2,Marketing,205.0,2,Male,34.0,3,2,Sales Representative,3,Unknown,6477.686121919585,16047,2,Yes,20,4.0,4,1,13.0,3,1.0,7,4,5,Sales Representative - Sales,True
29,No,Non Travel,1496.0, Research & Development ,1.0,1,Technical Degree,0.01,4,Male,41.0,3,2,Manufacturing Director,3,Married,4319.0,26283,1,Unknown,13,3.0,1,1,10.0,1,3.0,10,0,9,Manufacturing Director - Research & Development,False
36,No,Travel Frequently,1480.0, Research & Development ,3.0,2,Unknown,0.01,4,Male,30.0,3,1,Laboratory Technician,2,Unknown,6477.686121919585,15062,4,No,12,3.0,3,0,13.0,3,2.0,8,7,2,Laboratory Technician - Research & Development,True
33,No,Travel Rarely,802.0649372170316, Research & Development ,14.0,3,Unknown,252.0,4,Female,66.03022728226061,3,1,Research Scientist,2,Unknown,6477.686121919585,4673,1,Unknown,13,3.0,4,1,8.0,5,3.0,8,1,6,Research Scientist - Research & Development,True
51,No,Travel Rarely,313.0,Unknown,3.0,3,Unknown,258.0,4,Female,98.0,3,4,Healthcare Representative,2,Single,6477.686121919585,7192,3,Unknown,18,3.0,3,0,10.975648123180019,6,3.0,7,1,0,Unknown,False
27,No,Travel Rarely,894.0,Unknown,9.0,3,Medical,260.0,4,Female,99.0,3,1,Research Scientist,2,Single,6477.686121919585,11781,1,No,16,3.0,4,0,11.384157569285824,2,2.0,7,0,3,Unknown,False
37,No,Unknown,290.0,Unknown,21.0,3,Life Sciences,267.0,2,Male,65.0,4,1,Research Scientist,1,Unknown,3564.0,22977,1,Yes,12,3.0,1,1,10.954564814626192,3,2.0,8,1,7,Unknown,True
38,No,Unknown,1084.0,Unknown,29.0,3,Unknown,0.01,4,Male,54.0,3,2,Manufacturing Director,4,Married,6261.0,4185,3,No,18,3.0,1,1,9.0,3,1.0,7,1,7,Unknown,True
49,No,Non Travel,1002.0,Unknown,18.0,4,Unknown,275.0,4,Male,92.0,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,Yes,15,3.0,1,2,7.0,0,3.0,7,1,7,Unknown,False
27,No,Unknown,1242.0,Unknown,20.0,3,Life Sciences,293.0,4,Female,90.0,3,2,Sales Executive,3,Single,6477.686121919585,12916,1,Unknown,14,3.0,4,0,7.0,2,3.0,7,0,7,Unknown,False
45,No,Unknown,1052.0, Sales ,6.0,3,Medical,302.0,4,Female,57.0,2,3,Sales Executive,4,Single,6477.686121919585,16840,6,Unknown,12,3.0,4,0,23.0,2,3.0,19,12,8,Sales Executive - Sales,True
35,No,Unknown,944.0,Unknown,1.0,3,Unknown,314.0,3,Female,92.0,3,3,Sales Executive,3,Single,6477.686121919585,9096,1,No,14,3.0,1,0,10.0,3,4.0,10,0,8,Unknown,True
33,Yes,Travel Rarely,465.0,Unknown,2.0,2,Unknown,0.01,1,Female,39.0,3,1,Laboratory Technician,1,Unknown,6477.686121919585,21509,7,No,20,3.0,1,0,13.0,3,4.0,9,1,7,Unknown,True
52,No,Unknown,771.0,Unknown,2.0,4,Life Sciences,329.0,1,Male,79.0,2,5,Manager,3,Unknown,6477.686121919585,21030,1,Yes,18,3.0,4,0,33.0,2,4.0,33,15,12,Unknown,True
40,No,Unknown,1416.0, Research & Development ,2.0,2,Medical,0.01,1,Male,49.0,3,5,Research Director,3,Unknown,19436.0,5949,0,No,19,3.0,4,1,11.744040343758494,5,3.0,21,3,9,Research Director - Research & Development,True
38,No,Non Travel,1327.0, Sales ,2.0,2,Life Sciences,361.0,4,Male,39.0,2,2,Sales Executive,4,Unknown,6477.686121919585,19682,3,No,18,3.0,4,1,13.0,0,3.0,8,7,5,Sales Executive - Sales,True
46,No,Unknown,488.0,Unknown,8.91653320234468,3,Unknown,363.0,2,Female,75.0,1,4,Manager,2,Married,6477.686121919585,14977,3,Yes,12,3.0,2,1,28.0,2,2.0,7,7,7,Unknown,False
45,No,Travel Rarely,1385.0,Unknown,20.0,2,Medical,0.01,3,Male,79.0,3,4,Healthcare Representative,4,Married,6477.686121919585,7501,0,Yes,14,3.0,2,0,21.0,2,3.0,20,4,10,Unknown,True
47,Yes,Non Travel,666.0,Unknown,8.90740826436347,4,Life Sciences,376.0,1,Male,88.0,3,3,Manager,2,Married,6477.686121919585,10268,1,Unknown,12,3.0,4,1,11.222306082707123,2,2.0,10,9,9,Unknown,True
35,No,Unknown,1315.0,Unknown,22.0,3,Life Sciences,381.0,2,Female,71.0,4,3,Manager,2,Divorced,6477.686121919585,19100,7,Unknown,18,3.0,2,1,10.0,6,2.0,7,6,2,Unknown,False
29,No,Travel Frequently,442.0,Unknown,2.0,2,Unknown,388.0,2,Male,44.0,3,2,Sales Executive,4,Single,6477.686121919585,20260,1,Unknown,18,3.0,1,0,11.058622128078374,3,3.0,10,0,9,Unknown,True
55,No,Travel Rarely,147.0, Research & Development ,20.0,2,Technical Degree,389.0,2,Male,37.0,3,2,Laboratory Technician,4,Married,6477.686121919585,15972,3,Unknown,19,3.0,4,1,12.0,4,3.0,10,0,8,Laboratory Technician - Research & Development,True
26,Yes,Travel Rarely,950.0,Unknown,8.877140788150896,4,Unknown,401.0,4,Male,48.0,2,2,Sales Executive,4,Single,5828.0,8450,1,Unknown,12,3.0,2,0,11.41623338861557,0,3.0,8,7,4,Unknown,True
31,No,Travel Rarely,218.0,Unknown,7.0,3,Technical Degree,416.0,2,Male,100.0,4,2,Sales Executive,4,Unknown,6477.686121919585,12241,4,Unknown,11,3.0,2,1,10.0,3,2.0,8,7,7,Unknown,True
43,No,Travel Frequently,801.6818101010175,Unknown,10.0,4,Life Sciences,430.0,3,Female,33.0,3,1,Laboratory Technician,4,Unknown,2455.0,10675,0,No,19,3.0,1,0,11.30981148357265,5,3.0,8,1,7,Unknown,True
31,No,Travel Rarely,691.0,Unknown,8.901798583537602,3,Marketing,438.0,4,Male,73.0,3,2,Sales Executive,4,Unknown,6477.686121919585,7143,4,Unknown,12,3.0,4,3,13.0,3,3.0,7,1,7,Unknown,True
32,No,Unknown,1018.0,Unknown,2.0,4,Medical,0.01,1,Female,74.0,4,2,Research Scientist,4,Single,5055.0,10557,7,Unknown,16,3.0,3,0,11.467828723801432,0,2.0,7,0,7,Unknown,True
33,No,Unknown,801.8406267398169,Unknown,10.0,3,Unknown,446.0,2,Male,46.0,2,2,Sales Executive,4,Unknown,4682.0,4317,3,No,14,3.0,3,0,11.31178198647575,6,2.0,7,0,1,Unknown,False
43,No,Travel Frequently,559.0, Research & Development ,10.0,4,Life Sciences,448.0,3,Female,82.0,2,2,Laboratory Technician,3,Divorced,5257.0,6227,1,No,11,3.0,2,1,9.0,3,4.0,9,0,0,Laboratory Technician - Research & Development,False
29,Yes,Travel Rarely,318.0,Unknown,8.0,4,Unknown,454.0,2,Male,77.0,1,1,Laboratory Technician,1,Unknown,2119.0,4759,1,Unknown,11,3.0,4,0,7.0,4,2.0,7,0,7,Unknown,False
27,No,Unknown,1130.0, Sales ,8.0,4,Unknown,458.0,2,Female,56.0,3,2,Sales Executive,2,Unknown,6477.686121919585,3415,1,No,18,3.0,1,1,8.0,3,3.0,8,0,7,Sales Executive - Sales,False
29,No,Travel Rarely,144.0,Unknown,10.0,1,Unknown,0.01,4,Female,39.0,2,2,Sales Executive,2,Divorced,6477.686121919585,11866,1,Yes,14,3.0,1,2,7.0,2,3.0,7,1,7,Unknown,False
37,No,Unknown,1319.0,Unknown,6.0,3,Medical,0.01,3,Male,51.0,4,2,Research Scientist,1,Divorced,5974.0,17001,4,Unknown,13,3.0,1,2,13.0,2,3.0,7,6,7,Unknown,False
26,No,Travel Rarely,933.0,Unknown,1.0,3,Unknown,476.0,3,Male,57.0,3,2,Sales Executive,3,Unknown,6477.686121919585,20156,1,Unknown,17,3.0,2,1,11.40565543928635,3,3.0,8,7,7,Unknown,True
40,No,Travel Rarely,1171.0,Unknown,10.0,4,Life Sciences,483.0,4,Female,46.0,4,1,Laboratory Technician,3,Married,6477.686121919585,22495,3,Yes,13,3.0,3,1,11.5712939270829,3,3.0,7,1,7,Unknown,True
41,Yes,Unknown,143.0,Unknown,4.0,3,Unknown,488.0,1,Male,56.0,3,2,Sales Executive,2,Unknown,6477.686121919585,9558,1,No,18,3.0,3,0,8.0,5,3.0,8,7,7,Unknown,False
51,No,Travel Rarely,1178.0,Unknown,14.0,2,Unknown,500.0,3,Female,87.0,3,2,Sales Executive,4,Unknown,6477.686121919585,14862,4,No,11,3.0,3,1,18.0,2,2.0,7,0,7,Unknown,True
37,No,Unknown,1107.0,Unknown,14.0,3,Unknown,0.01,4,Female,95.0,3,1,Laboratory Technician,1,Unknown,3034.0,26914,1,No,12,3.0,3,1,11.533266041653086,2,2.0,18,12,17,Unknown,False
56,No,Unknown,906.0,Unknown,6.0,3,Life Sciences,0.01,3,Female,86.0,4,4,Sales Executive,1,Married,13212.0,18256,9,No,11,3.0,4,3,36.0,0,2.0,7,7,7,Unknown,True
41,No,Travel Rarely,645.0, Sales ,1.0,3,Marketing,534.0,2,Male,49.0,4,3,Sales Executive,1,Married,8392.0,19566,1,Unknown,16,3.0,3,1,10.0,2,3.0,10,0,7,Sales Executive - Sales,True
46,No,Unknown,1485.0,Unknown,18.0,3,Medical,0.01,3,Female,87.0,3,2,Manufacturing Director,3,Unknown,6477.686121919585,26314,2,No,14,3.0,3,1,19.0,5,2.0,10,0,8,Unknown,False
30,No,Non Travel,1116.0,Unknown,2.0,3,Unknown,0.01,3,Female,49.0,3,1,Laboratory Technician,4,Single,6477.686121919585,7181,0,Unknown,14,3.0,3,0,12.0,2,2.0,11,6,7,Unknown,False
35,No,Travel Rarely,1276.0,Unknown,16.0,3,Life Sciences,586.0,4,Male,72.0,3,3,Healthcare Representative,3,Unknown,6477.686121919585,14295,4,Yes,12,3.0,3,0,10.0,2,3.0,8,0,0,Unknown,False
48,No,Travel Rarely,163.0,Unknown,2.0,5,Unknown,595.0,2,Female,37.0,3,2,Sales Executive,4,Married,4051.0,19658,2,No,14,3.0,1,1,14.0,2,3.0,9,6,7,Unknown,True
45,No,Travel Rarely,561.0,Unknown,2.0,3,Other,0.01,4,Male,61.0,3,2,Sales Executive,2,Unknown,4805.0,16177,0,No,19,3.0,2,1,11.144707653878125,3,4.0,8,3,7,Unknown,True
26,Yes,Travel Frequently,426.0,Unknown,17.0,4,Life Sciences,608.0,2,Female,58.0,3,1,Human Resources,3,Unknown,2741.0,22808,0,Yes,11,3.0,2,1,8.0,2,3.0,7,1,0,Unknown,True
41,No,Unknown,509.0,Unknown,2.0,4,Other,616.0,1,Female,62.0,2,2,Healthcare Representative,3,Single,6477.686121919585,2112,2,Yes,17,3.0,1,0,10.0,3,3.0,8,0,7,Unknown,True
34,No,Unknown,258.0,Unknown,21.0,4,Unknown,621.0,4,Male,74.0,4,2,Sales Executive,4,Single,5337.0,19921,1,Unknown,12,3.0,4,0,10.0,3,3.0,10,5,7,Unknown,True
31,No,Travel Rarely,525.0,Unknown,6.0,4,Medical,653.0,1,Male,66.0,4,2,Sales Executive,4,Divorced,6477.686121919585,6219,4,No,22,4.0,4,2,13.0,4,4.0,7,5,7,Unknown,True
43,No,Travel Frequently,802.1519808695996,Unknown,9.0,5,Unknown,663.0,4,Male,72.0,3,2,Laboratory Technician,3,Divorced,6477.686121919585,19627,3,Unknown,13,3.0,2,1,10.0,3,3.0,8,4,7,Unknown,False
53,No,Unknown,238.0, Sales ,1.0,1,Unknown,682.0,4,Female,34.0,3,2,Sales Executive,1,Single,6477.686121919585,7507,7,Unknown,20,4.0,4,0,18.0,2,4.0,14,8,10,Sales Executive - Sales,False
37,No,Travel Rarely,482.0,Unknown,3.0,3,Other,0.01,3,Male,36.0,3,3,Manufacturing Director,3,Married,9434.0,9606,1,No,15,3.0,3,1,11.085586551272527,2,3.0,10,7,8,Unknown,True
54,No,Unknown,397.0,Unknown,19.0,4,Unknown,0.01,3,Male,88.0,3,3,Human Resources,2,Unknown,6477.686121919585,6729,2,Unknown,15,3.0,3,1,16.0,1,4.0,9,7,1,Unknown,True
38,No,Travel Rarely,243.0, Sales ,7.0,4,Marketing,0.01,4,Female,46.0,2,2,Sales Executive,4,Unknown,6477.686121919585,7791,0,No,20,3.0,1,0,10.91896045744633,2,3.0,7,0,5,Sales Executive - Sales,True
29,No,Unknown,806.0, Research & Development ,1.0,4,Life Sciences,710.0,2,Male,76.0,1,1,Research Scientist,4,Divorced,6477.686121919585,18959,1,Unknown,18,3.0,4,1,10.0,5,3.0,10,2,8,Research Scientist - Research & Development,True
34,No,Unknown,1442.0,Unknown,9.0,3,Medical,717.0,4,Female,46.0,2,3,Healthcare Representative,2,Unknown,6477.686121919585,17654,1,Unknown,14,3.0,2,0,9.0,3,4.0,8,7,7,Unknown,False
39,No,Unknown,408.0,Unknown,2.0,4,Technical Degree,721.0,4,Female,80.0,2,2,Healthcare Representative,3,Single,6477.686121919585,20978,1,No,11,3.0,1,0,20.0,4,3.0,20,11,10,Unknown,False
32,No,Unknown,929.0,Unknown,10.0,3,Marketing,722.0,4,Male,55.0,3,2,Sales Executive,4,Unknown,5396.0,21703,1,Unknown,12,3.0,4,0,10.0,2,2.0,10,0,8,Unknown,True
38,No,Travel Rarely,827.0,Unknown,1.0,4,Life Sciences,724.0,2,Female,33.0,4,2,Healthcare Representative,4,Unknown,6477.686121919585,19383,0,Unknown,13,3.0,3,0,10.0,4,3.0,9,1,8,Unknown,True
27,No,Travel Rarely,802.0793808920426,Unknown,1.0,2,Life Sciences,725.0,3,Female,66.02932531021371,3,3,Manufacturing Director,1,Married,6477.686121919585,6009,1,Unknown,11,3.0,4,0,9.0,3,3.0,9,0,7,Unknown,False
32,No,Travel Rarely,1018.0,Unknown,3.0,2,Life Sciences,0.01,3,Female,39.0,3,3,Research Director,4,Single,11159.0,19373,3,Unknown,15,3.0,4,0,10.0,6,3.0,7,7,7,Unknown,False
47,No,Unknown,703.0,Unknown,8.892980407192596,4,Marketing,728.0,4,Male,42.0,3,2,Sales Executive,1,Single,4960.0,11825,2,Unknown,12,3.0,4,0,20.0,2,3.0,7,1,7,Unknown,False
27,No,Travel Frequently,294.0,Unknown,10.0,2,Unknown,733.0,4,Male,32.0,3,3,Manufacturing Director,1,Unknown,8793.0,4809,1,No,21,4.0,3,2,9.0,4,2.0,9,1,7,Unknown,True
41,No,Unknown,314.0,Unknown,1.0,3,Unknown,734.0,4,Male,59.0,2,5,Manager,3,Unknown,19189.0,19562,1,No,12,3.0,2,1,22.0,3,3.0,22,2,10,Unknown,False
28,Yes,Unknown,654.0, Research & Development ,8.902897554205566,2,Unknown,0.01,3,Female,67.0,1,1,Research Scientist,2,Unknown,2216.0,3872,7,Yes,13,3.0,4,0,10.0,4,3.0,7,3,7,Research Scientist - Research & Development,True
36,No,Unknown,427.0, Research & Development ,8.0,3,Unknown,742.0,1,Female,63.0,4,3,Research Director,1,Married,11713.0,20335,9,Unknown,14,3.0,1,1,10.0,2,3.0,8,0,5,Research Director - Research & Development,False
30,No,Unknown,501.0,Unknown,27.0,5,Marketing,747.0,3,Male,99.0,3,2,Sales Executive,4,Divorced,5304.0,25275,7,No,23,3.0,4,1,10.0,2,2.0,8,7,7,Unknown,True
56,No,Travel Rarely,802.3678306364517,Unknown,9.0,3,Unknown,762.0,3,Male,81.0,3,4,Healthcare Representative,4,Married,11103.0,20420,7,No,11,3.0,3,0,30.0,1,2.0,10,1,1,Unknown,False
45,No,Travel Rarely,954.0,Unknown,2.0,2,Unknown,783.0,2,Male,46.0,1,2,Sales Representative,3,Single,6632.0,12388,0,No,13,3.0,1,0,9.0,3,3.0,8,3,1,Unknown,True
36,No,Non Travel,1434.0,Unknown,8.0,4,Unknown,789.0,1,Male,76.0,2,3,Sales Executive,1,Single,7587.0,14229,1,Unknown,15,3.0,2,0,10.0,1,3.0,10,0,9,Unknown,False
29,No,Unknown,657.0,Unknown,27.0,3,Medical,793.0,2,Female,66.0,3,2,Healthcare Representative,3,Married,4335.0,25549,4,No,12,3.0,1,1,11.0,3,2.0,8,1,1,Unknown,True
38,No,Unknown,240.0,Unknown,2.0,4,Life Sciences,803.0,1,Female,75.0,4,2,Manufacturing Director,1,Single,5980.0,26085,6,Unknown,12,3.0,4,0,17.0,2,3.0,15,4,12,Unknown,True
40,No,Unknown,791.0,Unknown,8.88583055510541,2,Medical,0.01,1,Female,38.0,4,2,Healthcare Representative,2,Unknown,4244.0,9931,1,No,24,4.0,4,1,8.0,2,3.0,8,3,7,Unknown,True
42,No,Travel Frequently,570.0,Unknown,8.0,3,Unknown,809.0,2,Male,66.0,3,5,Manager,4,Unknown,6477.686121919585,16225,1,No,13,3.0,2,1,24.0,4,2.0,24,14,9,Unknown,True
36,No,Travel Rarely,676.0,Unknown,1.0,3,Other,823.0,3,Female,35.0,3,2,Manufacturing Director,2,Unknown,5228.0,23361,0,Unknown,15,3.0,1,1,11.221843621843496,2,3.0,9,0,5,Unknown,False
29,No,Travel Rarely,802.2520665528367,Unknown,23.0,2,Unknown,0.01,3,Male,81.0,4,1,Research Scientist,3,Married,2700.0,23779,1,Unknown,24,4.0,3,1,10.0,3,3.0,10,0,7,Unknown,True
55,Yes,Unknown,436.0,Unknown,2.0,1,Medical,842.0,3,Male,37.0,3,2,Sales Executive,4,Single,6477.686121919585,21519,4,Unknown,16,3.0,3,0,11.053403319993016,3,2.0,9,7,3,Unknown,False
28,No,Unknown,760.0, Sales ,2.0,4,Unknown,0.01,2,Female,81.0,3,2,Sales Executive,2,Unknown,6477.686121919585,3698,1,Unknown,20,4.0,1,0,8.0,2,3.0,8,7,5,Sales Executive - Sales,True
26,Yes,Unknown,802.3396758940595,Unknown,5.0,2,Medical,0.01,3,Female,88.0,2,1,Research Scientist,3,Married,2366.0,20898,1,Unknown,14,3.0,1,1,8.0,2,3.0,8,1,7,Unknown,True
44,No,Unknown,661.0,Unknown,9.0,2,Unknown,913.0,2,Male,61.0,3,1,Research Scientist,1,Unknown,6477.686121919585,7508,1,Yes,13,3.0,4,0,8.0,0,3.0,8,7,1,Unknown,True
41,Yes,Unknown,1085.0, Research & Development ,2.0,4,Life Sciences,927.0,2,Female,57.0,1,1,Laboratory Technician,4,Divorced,6477.686121919585,17725,4,Yes,13,3.0,3,1,11.512497621292212,1,2.0,7,1,0,Laboratory Technician - Research & Development,True
31,No,Travel Rarely,154.0,Unknown,7.0,4,Unknown,941.0,2,Male,41.0,2,1,Sales Representative,3,Unknown,2329.0,11737,3,Unknown,15,3.0,2,0,10.855680223551808,2,4.0,7,5,2,Unknown,False
26,No,Travel Frequently,1283.0, Sales ,8.854659701133182,3,Medical,956.0,2,Male,52.0,2,2,Sales Executive,1,Unknown,4294.0,11148,1,Unknown,12,3.0,2,0,11.650898186349972,2,3.0,7,0,7,Sales Executive - Sales,True
31,No,Unknown,616.0,Unknown,12.0,3,Medical,0.01,4,Female,41.0,3,2,Healthcare Representative,4,Unknown,6477.686121919585,17369,0,Unknown,11,3.0,3,2,10.0,2,1.0,9,8,5,Unknown,False
32,No,Unknown,498.0,Unknown,3.0,4,Medical,966.0,3,Female,93.0,3,2,Manufacturing Director,1,Married,6725.0,13554,1,Unknown,12,3.0,3,1,8.0,2,4.0,8,6,3,Unknown,False
36,Yes,Travel Rarely,530.0,Unknown,3.0,1,Life Sciences,967.0,3,Male,51.0,2,3,Sales Executive,4,Married,10325.0,5518,1,Unknown,11,3.0,1,1,11.121474464243047,6,3.0,16,3,7,Unknown,False
45,No,Non Travel,805.0,Unknown,8.889675058260044,2,Unknown,972.0,4,Male,57.0,3,2,Laboratory Technician,2,Unknown,4447.0,23163,1,Unknown,12,3.0,2,0,11.315587941943953,5,2.0,9,0,8,Unknown,True
39,No,Travel Rarely,903.0,Unknown,2.0,5,Unknown,0.01,1,Male,41.0,4,3,Sales Executive,3,Single,6477.686121919585,2560,0,No,18,3.0,4,0,9.0,3,3.0,8,0,7,Unknown,False
36,No,Non Travel,1229.0,Unknown,8.0,4,Technical Degree,990.0,1,Male,84.0,3,2,Sales Executive,4,Divorced,6477.686121919585,25952,4,No,13,3.0,4,2,12.0,3,3.0,7,0,7,Unknown,True
46,No,Unknown,566.0,Unknown,7.0,2,Medical,0.01,4,Male,65.81710801163898,3,3,Manufacturing Director,3,Unknown,10845.0,24208,6,Unknown,13,3.0,2,1,11.14885687604728,3,3.0,8,0,7,Unknown,False
54,No,Travel Rarely,1441.0,Unknown,17.0,3,Technical Degree,1013.0,3,Female,56.0,3,3,Manufacturing Director,3,Unknown,6477.686121919585,13943,8,Unknown,11,3.0,3,1,22.0,2,3.0,10,0,8,Unknown,True
30,No,Travel Rarely,153.0,Unknown,8.0,2,Unknown,1015.0,2,Female,73.0,4,3,Research Director,1,Unknown,6477.686121919585,17802,0,Yes,12,3.0,3,3,10.859541997806593,4,2.0,8,1,7,Unknown,True
